title,description,url,publicationDate,category,authors,text
How the Supreme Court Is Quietly Enabling Trump,"Using emergency relief at the court, the administration has imposed controversial policies without a final determination of their legality.",https://www.nytimes.com/2020/06/17/opinion/supreme-courts-trump-relief.html,2020-06-17,Opinion,By Stephen I. Vladeck,"In the coming weeks, the Supreme Court is expected to clear its docket of current term cases, with potential major decisions on DACA, abortion, President Trump’s financial records and public funding for religious schools. Like Monday’s ruling on L.G.B.T. discrimination, it’s a safe bet that they will generate outsize attention — and that the decisions will be deeply controversial in some quarters."
Women Protest Changes to Poland’s Abortion Laws,"In April, women gathered outside Parliament to protest an effort to tighten the country’s laws.",https://www.nytimes.com/video/us/100000007199389/women-protest-changes-to-polands-abortion-laws.html,2020-06-18,U.S.,,"In April, women gathered outside Parliament to protest an effort to tighten the country’s laws."
What if the Supreme Court Rules on Abortion and the Country Shrugs?,"There’s a potentially catastrophic decision coming. If you’ve struggled to focus on it, I don’t blame you.",https://www.nytimes.com/2020/06/21/opinion/supreme-court-abortion-june-medical.html,2020-06-21,Opinion,By Lauren Kelley,"Remember early March — that week or so before we fully grasped how much our lives were about to change? I was in Washington, D.C., to attend what turned out to be one of the last in-person oral arguments at the Supreme Court for the foreseeable future — the big abortion case out of Louisiana."
"Supreme Court Strikes Down Louisiana Abortion Law, With Roberts the Deciding Vote","The case, over a state law requiring doctors performing abortions to have admitting privileges at nearby hospitals, is the first abortion ruling since two Trump appointees joined the court.",https://www.nytimes.com/2020/06/29/us/supreme-court-abortion-louisiana.html,2020-06-29,U.S.,By Adam Liptak,"WASHINGTON — The Supreme Court on Monday struck down a Louisiana law that could have left the state with a single abortion clinic, dashing the hopes of conservatives who were counting on President Trump’s appointments to lead the court to sustain restrictions on abortion rights and, eventually, to overrule Roe v. Wade."
The Supreme Court Stopped Anti-Abortion Momentum. For Now.,"The movement has a long pipeline of new cases that, if taken up by the Supreme Court, could present a more direct challenge to Roe v. Wade.",https://www.nytimes.com/2020/06/29/us/abortion-supreme-court.html,2020-06-29,U.S.,By Sabrina Tavernise and Elizabeth Dias,"For anti-abortion activists, Monday’s Supreme Court ruling against a Louisiana law delivered a stinging and surprising setback. But perhaps not for long."
Abortion Rises as a Pivotal Issue for At-Risk Senate Republicans,"The Supreme Court’s rejection of a restrictive Louisiana abortion law, and Justice Brett M. Kavanaugh’s dissent, may create new challenges for Susan Collins and other Republican senators up for re-election.",https://www.nytimes.com/2020/06/29/us/politics/2020-senate-abortion-susan-collins.html,2020-06-29,U.S.,By Maggie Astor and Matt Stevens,It did not take Sara Gideon long to leverage Monday’s Supreme Court ruling on abortion in her race against Senator Susan Collins.
"Abortion, Virus, George Floyd: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.,https://www.nytimes.com/2020/06/29/briefing/abortion-virus-george-floyd.html,2020-06-29,Briefing,By Victoria Shannon and Hiroko Masuike,(Want to get this briefing by email? Here’s the sign-up.)
John Roberts Is No Pro-Choice Hero,The latest Supreme Court decision sets the stage for further attacks on abortion rights.,https://www.nytimes.com/2020/06/29/opinion/supreme-court-abortion.html,2020-06-29,Opinion,By The Editorial Board,"The Supreme Court upheld abortion rights on Monday, with Chief Justice John Roberts concurring with the liberals on the court to strike down a Louisiana anti-abortion law."
How Not to Outlaw Abortion,The restiveness of abortion opponents is working against them.,https://www.nytimes.com/2020/06/29/opinion/abortion-supreme-court-roberts.html,2020-06-29,Opinion,By Mary Ziegler,The chief justice of the Supreme Court infuriated conservatives once again Monday by siding with his four more liberal colleagues to strike down a Louisiana law that would have sharply restricted the availability of abortion there by requiring providers of the procedure to have admitting privileges at nearby hospitals.
‘I Can’t Focus on Abortion Access if My People Are Dying’,Some Gen Z and millennial women said they viewed abortion rights as important but less urgent than other social justice causes. Others said racial disparities in reproductive health must be a focus.,https://www.nytimes.com/2020/06/30/us/politics/abortion-supreme-court-gen-z.html,2020-06-30,U.S.,By Emma Goldberg,"Like many young Americans, Brea Baker experienced her first moment of political outrage after the killing of a Black man. She was 18 when Trayvon Martin was shot. When she saw his photo on the news, she thought of her younger brother, and the boundary between her politics and her sense of survival collapsed."
John Roberts Was Already Chief Justice. But Now It’s His Court.,"Chief Justice Roberts has replaced Justice Anthony M. Kennedy as the member of the Supreme Court at its ideological center, and his vote is now the crucial one in closely divided cases.",https://www.nytimes.com/2020/06/30/us/john-roberts-supreme-court.html,2020-06-30,U.S.,By Adam Liptak,"WASHINGTON — In a series of stunning decisions over the past two weeks, Chief Justice John G. Roberts Jr. has voted to expand L.G.B.T.Q. rights, protect the young immigrants known as Dreamers and strike down a Louisiana abortion law. In all three decisions, he voted with the court’s four-member liberal wing."
A Major Ruling on Abortion,Why the Supreme Court struck down a Louisiana law that required doctors performing the procedure to have admitting privileges at nearby hospitals.,https://www.nytimes.com/2020/06/30/podcasts/the-daily/supreme-court-abortion-louisiana-john-roberts.html,2020-06-30,Podcasts,,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via Spotify | Via Stitcher
"Roberts Sides With the Liberals, Again",An abortion rights ruling leads to a new focus for Senate races: This is your morning tip sheet.,https://www.nytimes.com/2020/06/30/us/politics/supreme-court-abortion-roberts.html,2020-06-30,U.S.,By Giovanni Russonello,"Abortion rights — and the C.F.P.B. — make it out of the Supreme Court alive, while Trump’s “hateful” language gets the boot on social media platforms. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
Chief Justice Roberts’s Vote in an Abortion Case,Readers offer their analysis of why the chief justice joined his more liberal colleagues to strike down a Louisiana law.,https://www.nytimes.com/2020/06/30/opinion/letters/abortion-supreme-court-john-roberts.html,2020-06-30,Opinion,,To the Editor:
Quotation of the Day: The Fight Over Abortion Rights Feels Less Urgent for a Generation,"Quotation of the Day for Wednesday, July 1, 2020.",https://www.nytimes.com/2020/06/30/todayspaper/quotation-of-the-day-the-fight-over-abortion-rights-feels-less-urgent-for-a-generation.html,2020-07-01,Today’s Paper,,"“It’s not that young people don’t care about abortion, it’s that they don’t think it applies to them.”"
How Chief Justice Roberts Solved His Abortion Dilemma,"For the moment, the right to choose is safe. But the outlook is ominous.",https://www.nytimes.com/2020/07/02/opinion/supreme-court-abortion-roberts.html,2020-07-02,Opinion,By Linda Greenhouse,"Here’s a thought experiment. You’re John Roberts, not only the chief justice of the United States but the head of the entire federal judicial branch. After 15 years on the job, you find yourself in an exquisitely tough spot."
Our Supreme Court Correspondent on This Week’s Abortion Ruling,"A Louisiana law that could have reduced the number of abortion clinics in the state to one was struck down on Monday. In an interview, Adam Liptak, who covers the court, provided context to the decision.",https://www.nytimes.com/2020/07/03/insider/our-supreme-court-correspondent-on-this-weeks-abortion-ruling.html,2020-07-03,Times Insider,By Alisha Haridasani Gupta,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together."
